response_key,response_time_min,mitigation_method,outcome,security_tools_used
29980,115,Containment,Failure,Endpoint Detection
29981,18,Block IP,Success,MFA
29982,151,Block IP,Failure,Antivirus
29983,79,Reset Credentials,Failure,SIEM
29984,170,Patch,Success,Firewall
29985,103,Containment,Success,MFA
29986,6,Containment,Success,VPN
29987,152,Patch,Failure,Endpoint Detection
29988,73,Patch,Success,Endpoint Detection
29989,164,Quarantine,Success,SIEM
29990,127,Quarantine,Failure,Antivirus
29991,174,Patch,Failure,Firewall
29992,142,Containment,Failure,Endpoint Detection
29993,7,Block IP,Success,Endpoint Detection
29994,129,Block IP,Success,WAF
29995,174,Block IP,Failure,VPN
29996,151,Patch,Success,Endpoint Detection
29997,124,Block IP,Failure,VPN
29998,180,Patch,Failure,VPN
29999,53,Patch,Failure,WAF
30000,153,Block IP,Failure,IDS
30001,74,Patch,Failure,WAF
30002,57,Containment,Failure,Endpoint Detection
30003,135,Quarantine,Failure,Antivirus
30004,37,Block IP,Success,Endpoint Detection
30005,75,Containment,Success,SIEM
30006,6,Reset Credentials,Success,Firewall
30007,55,Block IP,Success,Antivirus
30008,148,Reset Credentials,Failure,Firewall
30009,155,Patch,Failure,Antivirus
30010,140,Containment,Success,MFA
30011,166,Block IP,Failure,Endpoint Detection
30012,48,Quarantine,Success,WAF
30013,148,Containment,Failure,Endpoint Detection
30014,131,Block IP,Success,Antivirus
30015,44,Patch,Success,Firewall
30016,4,Containment,Success,SIEM
30017,75,Quarantine,Success,SIEM
30018,113,Containment,Failure,Antivirus
30019,59,Patch,Failure,IDS
30020,155,Containment,Success,WAF
30021,178,Block IP,Failure,SIEM
30022,157,Quarantine,Failure,Firewall
30023,168,Quarantine,Failure,IDS
30024,156,Quarantine,Success,Endpoint Detection
30025,64,Quarantine,Success,Endpoint Detection
30026,67,Quarantine,Success,SIEM
30027,94,Block IP,Failure,Endpoint Detection
30028,136,Reset Credentials,Success,Antivirus
30029,99,Block IP,Failure,Firewall
30030,165,Containment,Success,Firewall
30031,151,Reset Credentials,Failure,SIEM
30032,47,Containment,Success,MFA
30033,136,Quarantine,Success,Endpoint Detection
30034,41,Containment,Failure,WAF
30035,87,Containment,Success,SIEM
30036,147,Containment,Failure,VPN
30037,31,Reset Credentials,Success,Antivirus
30038,87,Quarantine,Failure,SIEM
30039,145,Reset Credentials,Failure,MFA
30040,99,Block IP,Failure,VPN
30041,61,Reset Credentials,Success,SIEM
30042,59,Patch,Failure,Endpoint Detection
30043,92,Reset Credentials,Failure,SIEM
30044,20,Containment,Success,WAF
30045,173,Reset Credentials,Success,Firewall
30046,131,Block IP,Success,IDS
30047,6,Containment,Success,Endpoint Detection
30048,119,Containment,Failure,MFA
30049,38,Block IP,Failure,SIEM
30050,12,Patch,Success,Firewall
30051,110,Patch,Failure,Endpoint Detection
30052,35,Quarantine,Failure,Antivirus
30053,14,Patch,Success,SIEM
30054,175,Reset Credentials,Success,Endpoint Detection
30055,72,Containment,Success,Endpoint Detection
30056,64,Reset Credentials,Success,VPN
30057,71,Block IP,Failure,Antivirus
30058,49,Block IP,Success,Firewall
30059,118,Patch,Failure,MFA
30060,18,Reset Credentials,Failure,Antivirus
30061,121,Reset Credentials,Failure,SIEM
30062,161,Block IP,Failure,Endpoint Detection
30063,116,Containment,Failure,Antivirus
30064,159,Patch,Failure,Endpoint Detection
30065,141,Patch,Success,Firewall
30066,143,Patch,Success,Endpoint Detection
30067,13,Containment,Failure,Endpoint Detection
30068,18,Reset Credentials,Success,Endpoint Detection
30069,26,Reset Credentials,Success,MFA
30070,4,Quarantine,Success,MFA
30071,98,Reset Credentials,Failure,IDS
30072,180,Patch,Success,SIEM
30073,17,Block IP,Failure,IDS
30074,112,Block IP,Success,SIEM
30075,5,Reset Credentials,Failure,SIEM
30076,23,Reset Credentials,Failure,Firewall
30077,159,Reset Credentials,Failure,Endpoint Detection
30078,142,Reset Credentials,Failure,Endpoint Detection
30079,161,Block IP,Failure,WAF
30080,107,Containment,Success,Antivirus
30081,40,Reset Credentials,Failure,VPN
30082,26,Reset Credentials,Failure,MFA
30083,63,Reset Credentials,Failure,VPN
30084,117,Quarantine,Success,MFA
30085,169,Quarantine,Success,VPN
30086,135,Block IP,Success,Firewall
30087,147,Containment,Failure,SIEM
30088,23,Quarantine,Failure,SIEM
30089,55,Block IP,Failure,WAF
30090,86,Reset Credentials,Success,IDS
30091,98,Block IP,Failure,SIEM
30092,10,Reset Credentials,Failure,MFA
30093,83,Quarantine,Success,WAF
30094,30,Quarantine,Success,IDS
30095,80,Reset Credentials,Failure,SIEM
30096,117,Containment,Success,WAF
30097,70,Reset Credentials,Failure,MFA
30098,21,Reset Credentials,Failure,IDS
30099,1,Quarantine,Success,VPN
30100,99,Reset Credentials,Failure,Firewall
30101,13,Block IP,Success,WAF
30102,159,Block IP,Failure,SIEM
30103,165,Quarantine,Success,SIEM
30104,121,Patch,Failure,IDS
30105,119,Patch,Success,VPN
30106,7,Quarantine,Failure,VPN
30107,125,Quarantine,Failure,MFA
30108,122,Patch,Success,SIEM
30109,14,Containment,Failure,MFA
30110,8,Containment,Success,WAF
30111,76,Patch,Failure,Antivirus
30112,3,Reset Credentials,Success,WAF
30113,172,Patch,Failure,WAF
30114,57,Reset Credentials,Success,MFA
30115,12,Patch,Success,IDS
30116,73,Patch,Success,Endpoint Detection
30117,74,Patch,Success,MFA
30118,7,Containment,Failure,WAF
30119,43,Block IP,Failure,WAF
30120,156,Containment,Failure,Endpoint Detection
30121,61,Patch,Success,Antivirus
30122,140,Block IP,Failure,WAF
30123,134,Block IP,Failure,Antivirus
30124,57,Reset Credentials,Failure,WAF
30125,85,Patch,Success,Endpoint Detection
30126,63,Quarantine,Failure,IDS
30127,148,Patch,Success,MFA
30128,128,Block IP,Success,WAF
30129,19,Quarantine,Success,WAF
30130,110,Block IP,Failure,MFA
30131,131,Block IP,Success,Firewall
30132,72,Containment,Failure,WAF
30133,174,Containment,Failure,VPN
30134,70,Reset Credentials,Failure,Antivirus
30135,29,Reset Credentials,Success,IDS
30136,99,Quarantine,Success,WAF
30137,169,Containment,Failure,WAF
30138,6,Reset Credentials,Failure,Antivirus
30139,55,Patch,Success,Antivirus
30140,164,Reset Credentials,Success,MFA
30141,133,Reset Credentials,Success,Endpoint Detection
30142,89,Block IP,Success,SIEM
30143,68,Reset Credentials,Success,Antivirus
30144,53,Patch,Success,Firewall
30145,9,Reset Credentials,Success,IDS
30146,76,Quarantine,Failure,MFA
30147,128,Quarantine,Failure,IDS
30148,179,Quarantine,Failure,WAF
30149,173,Patch,Success,Endpoint Detection
30150,139,Containment,Success,WAF
30151,115,Patch,Success,WAF
30152,51,Reset Credentials,Success,WAF
30153,59,Block IP,Failure,VPN
30154,37,Block IP,Failure,IDS
30155,155,Containment,Success,MFA
30156,171,Block IP,Failure,IDS
30157,53,Quarantine,Success,Endpoint Detection
30158,36,Patch,Failure,IDS
30159,66,Patch,Failure,VPN
30160,87,Patch,Failure,WAF
30161,144,Patch,Failure,IDS
30162,77,Reset Credentials,Success,Antivirus
30163,177,Containment,Failure,IDS
30164,133,Quarantine,Failure,WAF
30165,168,Block IP,Failure,MFA
30166,1,Containment,Success,MFA
30167,129,Block IP,Success,WAF
30168,58,Patch,Failure,SIEM
30169,82,Patch,Success,Endpoint Detection
30170,67,Patch,Success,Firewall
30171,171,Quarantine,Failure,Antivirus
30172,32,Patch,Success,Antivirus
30173,84,Reset Credentials,Success,IDS
30174,31,Containment,Success,Firewall
30175,165,Patch,Success,WAF
30176,145,Patch,Failure,IDS
30177,134,Containment,Failure,IDS
30178,72,Patch,Success,WAF
30179,18,Block IP,Failure,Endpoint Detection
30180,162,Containment,Success,WAF
30181,93,Block IP,Failure,Firewall
30182,129,Containment,Failure,Antivirus
30183,134,Quarantine,Failure,IDS
30184,112,Reset Credentials,Failure,SIEM
30185,80,Containment,Failure,WAF
30186,111,Quarantine,Success,WAF
30187,176,Patch,Success,IDS
30188,164,Reset Credentials,Failure,IDS
30189,26,Containment,Success,IDS
30190,131,Reset Credentials,Failure,WAF
30191,59,Reset Credentials,Failure,IDS
30192,149,Containment,Failure,Endpoint Detection
30193,178,Patch,Failure,WAF
30194,141,Reset Credentials,Failure,Endpoint Detection
30195,169,Patch,Failure,MFA
30196,25,Reset Credentials,Failure,VPN
30197,136,Quarantine,Success,SIEM
30198,139,Block IP,Failure,Firewall
30199,32,Block IP,Success,Antivirus
30200,104,Patch,Failure,MFA
30201,115,Containment,Success,MFA
30202,74,Quarantine,Failure,Endpoint Detection
30203,74,Quarantine,Success,Firewall
30204,154,Patch,Failure,VPN
30205,86,Patch,Failure,Endpoint Detection
30206,109,Reset Credentials,Failure,Endpoint Detection
30207,22,Containment,Success,Firewall
30208,168,Patch,Failure,Antivirus
30209,114,Containment,Failure,Endpoint Detection
30210,77,Containment,Failure,VPN
30211,20,Quarantine,Failure,Firewall
30212,43,Patch,Failure,Endpoint Detection
30213,2,Containment,Failure,Firewall
30214,106,Containment,Success,SIEM
30215,137,Reset Credentials,Success,IDS
30216,43,Containment,Failure,Firewall
30217,26,Quarantine,Failure,Firewall
30218,105,Containment,Failure,SIEM
30219,142,Containment,Success,WAF
30220,158,Reset Credentials,Success,SIEM
30221,24,Reset Credentials,Failure,Endpoint Detection
30222,119,Quarantine,Failure,Endpoint Detection
30223,8,Block IP,Failure,Firewall
30224,94,Containment,Success,IDS
30225,144,Patch,Success,SIEM
30226,140,Patch,Failure,VPN
30227,141,Patch,Failure,Endpoint Detection
30228,138,Quarantine,Success,Firewall
30229,148,Block IP,Failure,Antivirus
30230,156,Containment,Success,Firewall
30231,30,Quarantine,Failure,Antivirus
30232,18,Containment,Success,Firewall
30233,146,Patch,Success,SIEM
30234,58,Block IP,Success,Antivirus
30235,102,Patch,Success,MFA
30236,86,Patch,Success,IDS
30237,113,Quarantine,Failure,WAF
30238,115,Containment,Success,Firewall
30239,154,Patch,Success,Antivirus
30240,157,Containment,Success,SIEM
30241,42,Containment,Success,MFA
30242,153,Reset Credentials,Success,MFA
30243,96,Reset Credentials,Failure,Endpoint Detection
30244,156,Patch,Failure,VPN
30245,128,Patch,Success,Endpoint Detection
30246,45,Reset Credentials,Success,WAF
30247,79,Patch,Success,WAF
30248,70,Containment,Failure,Endpoint Detection
30249,85,Containment,Failure,IDS
30250,90,Patch,Success,SIEM
30251,48,Quarantine,Failure,IDS
30252,41,Containment,Failure,VPN
30253,124,Containment,Success,Antivirus
30254,151,Reset Credentials,Failure,MFA
30255,130,Block IP,Failure,MFA
30256,151,Quarantine,Success,IDS
30257,149,Reset Credentials,Failure,IDS
30258,99,Reset Credentials,Success,Firewall
30259,86,Containment,Failure,WAF
30260,11,Patch,Success,SIEM
30261,49,Reset Credentials,Failure,IDS
30262,97,Quarantine,Success,SIEM
30263,121,Reset Credentials,Success,Antivirus
30264,164,Quarantine,Success,Endpoint Detection
30265,14,Reset Credentials,Failure,Antivirus
30266,103,Quarantine,Failure,Endpoint Detection
30267,123,Containment,Success,SIEM
30268,134,Patch,Failure,SIEM
30269,114,Reset Credentials,Success,WAF
30270,62,Patch,Success,VPN
30271,94,Patch,Failure,Endpoint Detection
30272,16,Quarantine,Failure,Firewall
30273,51,Block IP,Success,Firewall
30274,171,Block IP,Failure,Endpoint Detection
30275,27,Reset Credentials,Success,MFA
30276,1,Containment,Failure,SIEM
30277,61,Patch,Failure,WAF
30278,161,Containment,Success,SIEM
30279,133,Reset Credentials,Failure,Firewall
30280,174,Containment,Failure,Firewall
30281,39,Block IP,Failure,SIEM
30282,147,Patch,Failure,IDS
30283,132,Quarantine,Success,MFA
30284,4,Block IP,Failure,VPN
30285,13,Containment,Failure,VPN
30286,117,Quarantine,Success,SIEM
30287,102,Block IP,Success,VPN
30288,162,Reset Credentials,Success,Antivirus
30289,138,Quarantine,Failure,VPN
30290,166,Quarantine,Success,VPN
30291,109,Reset Credentials,Success,Endpoint Detection
30292,69,Patch,Success,Endpoint Detection
30293,147,Patch,Success,MFA
30294,63,Containment,Failure,Endpoint Detection
30295,171,Quarantine,Failure,Antivirus
30296,88,Reset Credentials,Failure,VPN
30297,66,Block IP,Failure,VPN
30298,149,Patch,Failure,WAF
30299,32,Quarantine,Failure,MFA
30300,101,Patch,Success,Firewall
30301,113,Quarantine,Failure,IDS
30302,126,Containment,Failure,Firewall
30303,82,Patch,Success,Antivirus
30304,27,Reset Credentials,Success,Endpoint Detection
30305,145,Quarantine,Failure,VPN
30306,124,Containment,Success,SIEM
30307,77,Reset Credentials,Failure,WAF
30308,35,Patch,Success,VPN
30309,47,Patch,Success,SIEM
30310,93,Containment,Success,SIEM
30311,83,Containment,Failure,Antivirus
30312,142,Containment,Failure,MFA
30313,81,Containment,Failure,IDS
30314,118,Patch,Failure,Antivirus
30315,102,Containment,Failure,WAF
30316,94,Block IP,Success,Firewall
30317,121,Quarantine,Failure,Antivirus
30318,151,Block IP,Success,WAF
30319,41,Reset Credentials,Failure,Antivirus
30320,150,Containment,Success,Endpoint Detection
30321,13,Quarantine,Success,IDS
30322,172,Quarantine,Failure,MFA
30323,149,Quarantine,Failure,WAF
30324,128,Block IP,Success,Firewall
30325,14,Quarantine,Failure,Firewall
30326,108,Block IP,Failure,SIEM
30327,86,Patch,Success,Antivirus
30328,106,Patch,Failure,Endpoint Detection
30329,64,Patch,Success,Endpoint Detection
30330,168,Patch,Failure,IDS
30331,4,Patch,Failure,SIEM
30332,144,Containment,Success,MFA
30333,106,Quarantine,Failure,WAF
30334,128,Containment,Success,Antivirus
30335,121,Quarantine,Success,Firewall
30336,87,Block IP,Failure,SIEM
30337,86,Patch,Failure,VPN
30338,23,Reset Credentials,Success,SIEM
30339,60,Block IP,Failure,Endpoint Detection
30340,15,Reset Credentials,Failure,Firewall
30341,22,Reset Credentials,Failure,Endpoint Detection
30342,35,Patch,Failure,WAF
30343,10,Reset Credentials,Success,IDS
30344,87,Reset Credentials,Failure,VPN
30345,21,Reset Credentials,Failure,MFA
30346,166,Containment,Failure,IDS
30347,81,Patch,Success,Antivirus
30348,22,Quarantine,Failure,IDS
30349,156,Quarantine,Success,MFA
30350,43,Containment,Failure,MFA
30351,79,Reset Credentials,Failure,Firewall
30352,86,Reset Credentials,Success,MFA
30353,19,Block IP,Failure,Antivirus
30354,162,Reset Credentials,Success,MFA
30355,50,Reset Credentials,Failure,Antivirus
30356,63,Containment,Failure,WAF
30357,56,Reset Credentials,Success,Endpoint Detection
30358,16,Reset Credentials,Success,IDS
30359,145,Reset Credentials,Success,Firewall
30360,119,Quarantine,Success,Firewall
30361,128,Containment,Failure,SIEM
30362,124,Patch,Success,IDS
30363,153,Patch,Success,VPN
30364,92,Block IP,Failure,Firewall
30365,26,Block IP,Success,Firewall
30366,5,Containment,Success,IDS
30367,149,Containment,Failure,Firewall
30368,34,Block IP,Success,Antivirus
30369,60,Reset Credentials,Failure,Endpoint Detection
30370,16,Block IP,Success,Firewall
30371,128,Quarantine,Failure,Endpoint Detection
30372,169,Quarantine,Success,MFA
30373,64,Quarantine,Failure,Antivirus
30374,153,Block IP,Failure,VPN
30375,54,Reset Credentials,Failure,Antivirus
30376,170,Containment,Success,IDS
30377,36,Quarantine,Failure,Antivirus
30378,155,Reset Credentials,Failure,Firewall
30379,170,Block IP,Failure,MFA
30380,54,Quarantine,Success,MFA
30381,125,Patch,Failure,VPN
30382,51,Containment,Failure,VPN
30383,85,Block IP,Success,VPN
30384,123,Reset Credentials,Failure,Endpoint Detection
30385,92,Containment,Failure,Endpoint Detection
30386,93,Reset Credentials,Success,Antivirus
30387,146,Quarantine,Success,WAF
30388,165,Reset Credentials,Failure,WAF
30389,83,Patch,Failure,WAF
30390,180,Patch,Success,Firewall
30391,162,Reset Credentials,Failure,VPN
30392,76,Quarantine,Failure,Endpoint Detection
30393,101,Reset Credentials,Success,IDS
30394,44,Patch,Success,Endpoint Detection
30395,61,Quarantine,Failure,MFA
30396,120,Reset Credentials,Success,SIEM
30397,9,Containment,Failure,WAF
30398,28,Quarantine,Success,WAF
30399,108,Block IP,Success,MFA
30400,55,Reset Credentials,Success,WAF
30401,60,Reset Credentials,Success,VPN
30402,124,Containment,Failure,WAF
30403,39,Reset Credentials,Success,SIEM
30404,140,Block IP,Success,WAF
30405,19,Containment,Success,IDS
30406,163,Containment,Success,IDS
30407,128,Containment,Success,WAF
30408,121,Containment,Success,Endpoint Detection
30409,51,Reset Credentials,Success,Endpoint Detection
30410,63,Reset Credentials,Success,IDS
30411,44,Block IP,Failure,Firewall
30412,92,Patch,Failure,WAF
30413,118,Containment,Success,MFA
30414,100,Containment,Success,SIEM
30415,37,Patch,Success,VPN
30416,124,Block IP,Success,Endpoint Detection
30417,137,Reset Credentials,Failure,WAF
30418,151,Containment,Failure,Endpoint Detection
30419,9,Block IP,Failure,VPN
30420,12,Patch,Failure,VPN
30421,179,Block IP,Success,IDS
30422,97,Block IP,Success,SIEM
30423,169,Patch,Success,IDS
30424,21,Containment,Failure,SIEM
30425,147,Block IP,Success,Antivirus
30426,18,Quarantine,Success,SIEM
30427,67,Patch,Failure,Endpoint Detection
30428,38,Quarantine,Failure,SIEM
30429,89,Quarantine,Success,IDS
30430,69,Reset Credentials,Failure,IDS
30431,61,Quarantine,Failure,Firewall
30432,147,Quarantine,Failure,IDS
30433,128,Block IP,Success,Firewall
30434,22,Reset Credentials,Success,Firewall
30435,3,Block IP,Success,WAF
30436,123,Containment,Success,IDS
30437,120,Patch,Failure,IDS
30438,172,Reset Credentials,Success,Antivirus
30439,126,Block IP,Failure,Antivirus
30440,126,Reset Credentials,Failure,IDS
30441,128,Patch,Success,Endpoint Detection
30442,27,Block IP,Failure,MFA
30443,136,Containment,Success,SIEM
30444,55,Patch,Failure,IDS
30445,64,Containment,Success,WAF
30446,98,Block IP,Failure,Antivirus
30447,24,Containment,Success,WAF
30448,64,Containment,Success,Endpoint Detection
30449,128,Block IP,Success,MFA
30450,116,Containment,Failure,Firewall
30451,164,Quarantine,Success,Endpoint Detection
30452,154,Containment,Success,Antivirus
30453,87,Patch,Success,IDS
30454,70,Quarantine,Success,SIEM
30455,179,Quarantine,Failure,SIEM
30456,84,Quarantine,Success,Firewall
30457,80,Quarantine,Failure,Antivirus
30458,177,Patch,Failure,Firewall
30459,167,Quarantine,Success,WAF
30460,80,Reset Credentials,Success,MFA
