incident_key,time_key,location_key,industry_key,attack_type,attack_severity,data_compromised_GB,attack_duration_min,response_time_min,outcome,TSI_score
33631,33631,10,2,Cross-Site Scripting,9,12.2,175,171,Success,6.816000000000001
33632,33632,10,4,Zero-Day Exploit,3,43.03,112,165,Failure,5.2409
33633,33633,5,3,Zero-Day Exploit,8,89.75,253,128,Failure,8.025833333333333
33634,33634,9,2,Cross-Site Scripting,5,83.01,293,95,Failure,6.0736333333333326
33635,33635,6,8,SQL Injection,4,79.98,60,167,Failure,6.782733333333335
33636,33636,5,4,Phishing,5,5.39,101,28,Success,2.628366666666667
33637,33637,6,4,Ransomware,4,82.78,151,119,Failure,6.0667333333333335
33638,33638,10,8,Zero-Day Exploit,10,35.43,26,93,Success,6.6129
33639,33639,7,5,Brute Force,3,53.39,42,90,Success,4.3017
33640,33640,4,4,Phishing,4,25.72,203,115,Success,4.288266666666667
33641,33641,2,1,Phishing,10,30.73,20,147,Success,7.3719
33642,33642,7,5,Phishing,5,97.49,252,135,Success,7.1747
33643,33643,8,4,Brute Force,10,34.53,90,27,Failure,5.4859
33644,33644,6,3,DDoS,5,87.71,93,88,Success,6.097966666666666
33645,33645,9,1,SQL Injection,1,6.89,216,117,Failure,2.5567
33646,33646,6,4,Malware,7,64.6,229,140,Failure,7.071333333333333
33647,33647,4,3,SQL Injection,10,61.25,176,52,Success,6.704166666666667
33648,33648,1,6,Malware,6,14.89,77,141,Failure,5.1967
33649,33649,10,6,SQL Injection,10,7.86,192,79,Failure,5.552466666666667
33650,33650,6,7,Brute Force,1,87.96,202,163,Failure,5.755466666666666
33651,33651,6,6,Cross-Site Scripting,1,14.31,10,32,Success,1.3626333333333334
33652,33652,2,3,Brute Force,3,6.13,106,29,Failure,1.8672333333333335
33653,33653,8,8,Zero-Day Exploit,2,36.72,220,51,Success,2.7516
33654,33654,7,5,Brute Force,1,4.67,135,13,Failure,0.7567666666666666
33655,33655,4,4,DDoS,3,14.21,197,160,Success,4.292966666666667
33656,33656,7,4,Ransomware,10,42.08,171,5,Success,5.345733333333333
33657,33657,10,7,Zero-Day Exploit,3,4.5,112,79,Failure,2.651666666666667
33658,33658,7,5,DDoS,3,88.56,68,10,Failure,4.023466666666667
33659,33659,9,5,Zero-Day Exploit,9,53.68,128,19,Success,5.527066666666666
33660,33660,10,4,Brute Force,7,2.86,129,50,Success,3.7191333333333336
33661,33661,6,6,Cross-Site Scripting,4,64.7,230,116,Success,5.474333333333334
33662,33662,10,4,Phishing,4,88.24,74,141,Failure,6.597199999999999
33663,33663,1,7,DDoS,7,70.6,174,2,Failure,4.951333333333333
33664,33664,1,1,Phishing,2,94.59,170,26,Failure,4.071033333333334
33665,33665,7,3,Zero-Day Exploit,3,90.88,152,57,Failure,4.876399999999999
33666,33666,2,8,SQL Injection,5,96.26,85,95,Success,6.471133333333333
33667,33667,9,2,Phishing,1,37.72,33,154,Success,4.0982666666666665
33668,33668,7,6,Cross-Site Scripting,3,51.31,54,93,Success,4.2893
33669,33669,4,3,Zero-Day Exploit,7,50.01,1,175,Failure,7.216966666666666
33670,33670,6,8,DDoS,6,69.85,131,76,Failure,5.762166666666666
33671,33671,7,4,Cross-Site Scripting,6,80.75,175,73,Failure,6.039166666666667
33672,33672,1,7,Malware,2,3.5,119,68,Success,2.038333333333333
33673,33673,3,5,Brute Force,5,43.58,39,67,Success,4.424066666666667
33674,33674,8,8,Phishing,3,45.14,257,165,Success,5.3042
33675,33675,4,8,SQL Injection,5,20.55,149,161,Success,5.299833333333334
33676,33676,1,7,Malware,4,26.3,97,166,Success,5.155666666666667
33677,33677,2,4,Cross-Site Scripting,8,91.59,145,179,Failure,8.931033333333334
33678,33678,1,5,Zero-Day Exploit,1,0.07,300,89,Success,1.8854333333333333
33679,33679,2,7,Zero-Day Exploit,9,65.05,20,171,Failure,8.4015
33680,33680,4,2,Zero-Day Exploit,9,51.89,1,155,Failure,7.740033333333333
33681,33681,10,2,Cross-Site Scripting,10,77.55,247,112,Failure,8.193166666666666
33682,33682,3,7,Malware,7,60.97,203,22,Success,4.9957666666666665
33683,33683,2,4,Cross-Site Scripting,7,88.02,299,139,Success,7.757266666666666
33684,33684,9,2,Cross-Site Scripting,10,80.39,6,91,Success,7.928366666666666
33685,33685,10,2,Malware,10,10.84,221,104,Failure,6.058533333333333
33686,33686,7,4,Cross-Site Scripting,8,2.52,184,157,Success,5.892266666666666
33687,33687,1,8,SQL Injection,4,33.85,232,150,Success,5.1155
33688,33688,1,4,Phishing,2,23.74,33,133,Failure,3.7288666666666668
33689,33689,3,4,Malware,1,28.18,88,179,Failure,4.2287333333333335
33690,33690,2,6,SQL Injection,8,77.16,109,98,Failure,7.148133333333332
33691,33691,4,5,Malware,4,10.08,32,19,Success,2.2190666666666665
33692,33692,10,5,Malware,3,92.76,161,41,Failure,4.666133333333334
33693,33693,8,4,Phishing,8,8.47,177,96,Success,5.0541
33694,33694,5,5,Malware,3,23.38,59,46,Failure,2.668066666666667
33695,33695,8,5,SQL Injection,5,82.64,176,103,Success,6.1958666666666655
33696,33696,3,6,Phishing,7,55.27,178,97,Success,6.074766666666667
33697,33697,6,6,Brute Force,2,1.88,228,6,Failure,0.9564
33698,33698,3,2,Brute Force,3,25.6,220,12,Success,2.168
33699,33699,10,5,Phishing,6,6.77,13,132,Success,4.803100000000001
33700,33700,8,8,Ransomware,4,90.61,108,51,Failure,5.1682999999999995
33701,33701,6,2,Cross-Site Scripting,8,50.06,45,116,Success,6.635133333333334
33702,33702,1,2,Phishing,6,8.7,156,137,Success,4.944333333333334
33703,33703,9,8,Phishing,5,4.22,91,16,Success,2.3932666666666664
33704,33704,5,3,Brute Force,4,52.15,35,140,Failure,5.497833333333333
33705,33705,3,7,Zero-Day Exploit,10,60.94,10,73,Failure,7.044866666666667
33706,33706,2,6,SQL Injection,1,37.37,249,160,Success,4.187766666666667
33707,33707,10,4,Zero-Day Exploit,10,83.04,98,18,Success,6.7912
33708,33708,9,2,Phishing,9,38.96,97,81,Success,6.118799999999999
33709,33709,5,4,Cross-Site Scripting,5,3.95,52,156,Failure,4.718500000000001
33710,33710,10,8,DDoS,3,25.96,29,160,Failure,4.645466666666667
33711,33711,1,7,Malware,8,30.93,184,39,Failure,4.777900000000001
33712,33712,2,4,Cross-Site Scripting,8,6.42,68,54,Failure,4.2926
33713,33713,2,6,SQL Injection,4,36.99,77,40,Failure,3.3763666666666663
33714,33714,1,8,Brute Force,3,6.25,83,72,Failure,2.5875000000000004
33715,33715,10,6,Malware,6,8.15,119,179,Failure,5.627833333333333
33716,33716,7,2,SQL Injection,1,69.52,76,175,Success,5.402266666666666
33717,33717,7,2,Phishing,6,0.69,236,43,Success,3.1373666666666673
33718,33718,1,8,SQL Injection,4,21.68,159,79,Failure,3.5670666666666664
33719,33719,8,3,Phishing,2,76.88,130,80,Success,4.439733333333333
33720,33720,10,5,Brute Force,9,31.41,148,109,Failure,6.358966666666666
33721,33721,5,5,Ransomware,5,29.01,53,163,Success,5.586966666666667
33722,33722,6,8,Cross-Site Scripting,6,76.97,182,82,Failure,6.075766666666666
33723,33723,8,2,DDoS,1,10.68,139,110,Success,2.5537333333333336
33724,33724,7,1,Cross-Site Scripting,4,70.53,296,121,Success,5.732566666666667
33725,33725,2,4,DDoS,10,81.32,16,31,Failure,6.956266666666667
33726,33726,7,4,Zero-Day Exploit,1,19.51,273,52,Success,1.8519666666666665
33727,33727,6,3,Brute Force,7,85.61,244,32,Failure,5.901633333333333
33728,33728,10,7,Malware,1,84.81,161,72,Success,4.1443
33729,33729,1,4,Cross-Site Scripting,5,64.55,230,123,Success,5.9864999999999995
33730,33730,3,5,SQL Injection,3,24.87,188,103,Success,3.6627666666666663
33731,33731,1,5,Brute Force,2,61.6,56,9,Success,2.7979999999999996
33732,33732,5,1,Phishing,8,38.79,10,160,Failure,7.030366666666666
33733,33733,10,4,Ransomware,10,40.37,140,141,Failure,7.5611
33734,33734,9,3,Zero-Day Exploit,1,79.02,105,1,Failure,2.7872666666666666
33735,33735,2,7,Zero-Day Exploit,3,79.24,189,112,Failure,5.443866666666667
33736,33736,10,3,Phishing,10,32.91,242,129,Failure,7.1373
33737,33737,7,4,Phishing,2,58.39,207,115,Success,4.468366666666666
33738,33738,9,3,Ransomware,2,33.04,298,162,Success,4.491199999999999
33739,33739,8,8,Cross-Site Scripting,10,23.9,289,100,Success,6.383666666666667
33740,33740,6,3,Cross-Site Scripting,5,9.56,285,143,Failure,4.670133333333332
33741,33741,7,8,Zero-Day Exploit,3,64.72,211,18,Failure,3.4415999999999998
33742,33742,8,3,DDoS,4,7.77,82,161,Failure,4.5164333333333335
33743,33743,5,1,Ransomware,2,47.3,38,102,Success,3.9189999999999996
33744,33744,6,1,Cross-Site Scripting,1,24.68,104,180,Success,4.1404
33745,33745,6,6,Phishing,3,38.27,295,117,Success,4.298100000000001
33746,33746,9,2,SQL Injection,3,32.15,105,115,Failure,4.081166666666666
33747,33747,3,2,Malware,10,10.31,174,124,Success,6.375966666666667
33748,33748,2,5,SQL Injection,2,20.79,283,141,Failure,3.7737
33749,33749,3,8,DDoS,10,45.53,276,104,Success,7.099233333333332
33750,33750,5,8,Ransomware,2,87.11,84,47,Failure,4.196633333333334
33751,33751,5,5,Ransomware,2,65.92,253,158,Success,5.410933333333333
33752,33752,2,5,SQL Injection,4,34.53,148,2,Success,2.669233333333333
33753,33753,8,3,Ransomware,10,61.46,133,137,Failure,8.127133333333333
33754,33754,4,3,SQL Injection,1,1.82,248,47,Success,1.2379333333333333
33755,33755,1,6,Cross-Site Scripting,4,6.88,251,143,Success,4.189733333333333
33756,33756,3,4,SQL Injection,9,79.45,116,2,Failure,6.0168333333333335
33757,33757,9,2,Brute Force,10,90.4,68,136,Failure,8.978666666666665
33758,33758,3,3,Malware,7,68.19,182,20,Success,5.179033333333333
33759,33759,5,7,SQL Injection,3,89.82,191,4,Failure,3.961266666666667
33760,33760,1,6,DDoS,5,14.19,25,179,Success,5.409033333333333
33761,33761,1,5,DDoS,10,94.86,32,100,Success,8.512466666666667
33762,33762,2,3,Brute Force,6,6.54,213,3,Failure,2.6462000000000003
33763,33763,4,8,Phishing,6,88.68,165,72,Success,6.260400000000001
33764,33764,4,1,Zero-Day Exploit,7,67.64,163,95,Success,6.412533333333333
33765,33765,3,1,Cross-Site Scripting,10,54.42,163,91,Failure,7.149266666666667
33766,33766,1,8,DDoS,3,30.53,116,110,Failure,3.9492333333333334
33767,33767,3,2,Malware,8,26.98,222,112,Success,5.8760666666666665
33768,33768,3,7,Cross-Site Scripting,1,8.1,147,35,Failure,1.2263333333333333
33769,33769,4,4,DDoS,6,96.29,84,31,Failure,5.805366666666667
33770,33770,2,4,SQL Injection,6,3.67,273,49,Success,3.326766666666667
33771,33771,5,4,Phishing,10,80.72,10,53,Success,7.3049333333333335
33772,33772,5,2,Zero-Day Exploit,5,41.43,223,145,Success,5.659566666666667
33773,33773,4,5,SQL Injection,10,68.93,42,177,Failure,9.0179
33774,33774,10,1,Phishing,2,6.15,21,108,Failure,2.7845
33775,33775,3,5,Cross-Site Scripting,2,54.8,141,115,Failure,4.360666666666667
33776,33776,9,7,Zero-Day Exploit,2,71.7,36,111,Failure,4.801
33777,33777,7,8,Ransomware,2,28.69,43,64,Success,2.7273666666666667
33778,33778,7,4,Ransomware,3,73.57,141,135,Success,5.6571
33779,33779,8,2,Cross-Site Scripting,7,7.77,242,57,Failure,3.9831000000000003
33780,33780,6,2,Brute Force,10,77.62,287,97,Success,7.945266666666666
33781,33781,4,8,Phishing,5,32.16,137,2,Success,2.998133333333333
33782,33782,3,5,Zero-Day Exploit,10,13.16,296,64,Failure,5.4614666666666665
33783,33783,9,1,SQL Injection,7,54.35,257,162,Failure,7.1305
33784,33784,6,8,Ransomware,7,7.71,104,147,Failure,5.4813
33785,33785,5,4,Ransomware,9,32.52,73,139,Success,6.892266666666667
33786,33786,10,5,Malware,8,36.09,167,47,Success,5.066033333333333
33787,33787,4,8,SQL Injection,3,93.53,231,70,Failure,5.1725666666666665
33788,33788,5,7,Malware,7,7.33,252,117,Failure,4.9699
33789,33789,8,7,Zero-Day Exploit,1,61.77,221,43,Success,2.9697666666666667
33790,33790,2,4,Brute Force,4,96.99,80,52,Failure,5.376366666666667
33791,33791,2,6,Cross-Site Scripting,1,85.38,53,35,Success,3.5447333333333333
33792,33792,6,4,SQL Injection,9,23.54,196,77,Success,5.589533333333334
33793,33793,3,1,DDoS,10,56.36,70,148,Success,8.157466666666666
33794,33794,3,2,DDoS,6,69.18,266,155,Failure,7.0587333333333335
33795,33795,9,2,Phishing,4,62.8,102,22,Success,3.8506666666666667
33796,33796,4,4,Phishing,8,23.25,156,26,Failure,4.3308333333333335
33797,33797,9,2,Cross-Site Scripting,9,18.34,199,13,Success,4.366866666666667
33798,33798,2,4,Phishing,2,19.46,34,32,Success,1.9171333333333331
33799,33799,4,4,Phishing,5,25.45,249,74,Success,3.996833333333333
33800,33800,8,2,Malware,9,7.52,37,130,Failure,5.992266666666667
33801,33801,9,2,Brute Force,8,23.71,147,164,Success,6.644633333333333
33802,33802,8,8,DDoS,9,19.16,207,37,Success,4.7914666666666665
33803,33803,6,4,Ransomware,6,59.79,144,51,Failure,5.0437
33804,33804,4,2,SQL Injection,7,80.89,122,23,Failure,5.610033333333332
33805,33805,2,1,Brute Force,3,38.61,274,121,Failure,4.374966666666667
33806,33806,9,8,Brute Force,9,80.44,127,106,Failure,7.779866666666667
33807,33807,7,1,DDoS,1,66.97,134,74,Failure,3.642433333333333
33808,33808,8,7,Brute Force,2,6.39,230,131,Failure,3.1750333333333334
33809,33809,4,6,Phishing,1,86.26,219,136,Failure,5.254466666666667
33810,33810,6,2,DDoS,10,57.96,183,173,Failure,8.622133333333334
33811,33811,4,2,Malware,2,54.4,173,10,Success,2.598666666666667
33812,33812,7,7,Zero-Day Exploit,6,55.36,28,136,Failure,6.327466666666667
33813,33813,7,5,Brute Force,9,35.97,245,143,Success,7.062433333333333
33814,33814,3,2,Zero-Day Exploit,7,66.46,23,122,Success,6.827133333333334
33815,33815,7,5,Cross-Site Scripting,5,36.7,82,70,Success,4.267666666666667
33816,33816,2,6,DDoS,5,27.6,98,99,Success,4.478
33817,33817,4,7,Phishing,10,97.69,123,56,Failure,7.864033333333333
33818,33818,8,2,Brute Force,10,16.1,191,132,Success,6.683
33819,33819,10,6,Ransomware,8,13.24,268,102,Failure,5.2972
33820,33820,10,4,SQL Injection,2,63.65,127,113,Success,4.592833333333333
33821,33821,7,1,Ransomware,10,12.86,215,17,Success,4.669133333333333
33822,33822,1,3,SQL Injection,2,22.83,81,94,Failure,3.051566666666667
33823,33823,3,6,Phishing,5,0.28,64,29,Failure,2.4917333333333334
33824,33824,5,8,DDoS,10,15.49,218,177,Success,7.4147
33825,33825,3,1,Phishing,10,89.66,113,86,Success,8.123133333333334
33826,33826,5,1,Malware,8,17.61,98,53,Failure,4.611633333333334
33827,33827,5,4,Zero-Day Exploit,2,38.75,213,114,Failure,3.8625
33828,33828,7,7,Ransomware,1,21.59,271,134,Success,3.2810333333333332
33829,33829,9,5,Phishing,10,63.81,62,24,Failure,6.3143
33830,33830,6,6,Phishing,4,34.52,41,79,Success,3.9522666666666666
33831,33831,5,2,Cross-Site Scripting,8,4.98,234,137,Success,5.632733333333333
33832,33832,7,5,Malware,10,68.89,173,42,Success,6.766699999999999
33833,33833,4,6,Brute Force,4,25.65,195,139,Failure,4.686166666666667
33834,33834,7,5,Zero-Day Exploit,9,7.85,191,167,Success,6.618833333333334
33835,33835,5,2,Brute Force,1,38.8,239,101,Failure,3.2473333333333327
33836,33836,6,6,Ransomware,2,47.07,177,171,Success,5.0621
33837,33837,1,6,Malware,5,74.05,168,63,Success,5.2715
33838,33838,8,4,SQL Injection,8,4.97,266,141,Success,5.6991
33839,33839,2,5,Cross-Site Scripting,8,4.42,188,88,Failure,4.799266666666667
33840,33840,9,1,Phishing,3,32.2,247,24,Success,2.5660000000000003
33841,33841,2,4,Cross-Site Scripting,4,42.43,22,177,Failure,5.822900000000001
33842,33842,5,2,Malware,3,55.9,287,2,Failure,2.910333333333333
33843,33843,9,2,Zero-Day Exploit,6,77.21,108,31,Success,5.232966666666667
33844,33844,8,6,SQL Injection,9,94.61,262,178,Success,9.404966666666667
33845,33845,7,1,DDoS,1,78.63,146,125,Success,4.842233333333333
33846,33846,4,5,SQL Injection,1,83.69,178,77,Success,4.1940333333333335
33847,33847,10,6,Ransomware,4,50.01,36,62,Failure,4.133633333333333
33848,33848,4,2,Malware,2,22.14,34,102,Success,3.1641999999999997
33849,33849,9,6,Phishing,9,21.68,31,66,Failure,5.3504
33850,33850,8,7,Ransomware,10,9.86,14,115,Failure,6.212466666666666
33851,33851,1,5,Brute Force,2,90.7,204,70,Failure,4.687666666666667
33852,33852,7,8,Malware,6,96.25,164,144,Failure,7.6875
33853,33853,6,6,Brute Force,6,64.13,21,65,Success,5.407233333333333
33854,33854,1,7,Phishing,2,69.15,247,34,Success,3.4411666666666667
33855,33855,3,1,Cross-Site Scripting,10,56.34,95,8,Success,5.823533333333334
33856,33856,8,3,Ransomware,4,84.74,101,39,Success,4.7922
33857,33857,1,8,Zero-Day Exploit,7,56.74,244,115,Failure,6.418866666666666
33858,33858,6,5,DDoS,4,33.19,265,70,Success,3.7623666666666664
33859,33859,8,2,Zero-Day Exploit,7,9.97,114,81,Failure,4.4491000000000005
33860,33860,2,2,SQL Injection,2,76.83,147,35,Success,3.688233333333333
33861,33861,5,4,Ransomware,9,93.36,235,164,Success,9.134133333333333
33862,33862,1,8,Zero-Day Exploit,6,62.48,230,162,Success,6.974399999999999
33863,33863,7,6,SQL Injection,5,0.5,242,29,Failure,2.4983333333333335
33864,33864,8,4,Cross-Site Scripting,6,57.78,129,170,Failure,6.966733333333334
33865,33865,2,3,SQL Injection,10,87.95,14,68,Failure,7.771833333333333
33866,33866,7,5,Zero-Day Exploit,4,88.3,145,39,Success,4.899000000000001
33867,33867,2,3,Brute Force,10,5.36,22,142,Success,6.527466666666666
33868,33868,5,8,Ransomware,8,34.59,117,109,Failure,6.054366666666667
33869,33869,2,4,Malware,3,4.39,141,1,Success,1.3483666666666667
33870,33870,4,7,Cross-Site Scripting,3,88.53,76,145,Success,6.272566666666666
33871,33871,1,2,SQL Injection,9,40.06,63,19,Failure,5.1184666666666665
33872,33872,4,1,Cross-Site Scripting,7,63.29,236,64,Failure,5.765366666666667
33873,33873,9,7,Cross-Site Scripting,9,77.76,183,143,Success,8.316133333333333
33874,33874,8,1,Zero-Day Exploit,10,42.34,271,33,Success,5.8202
33875,33875,3,7,Ransomware,6,19.0,35,44,Success,3.7033333333333336
33876,33876,9,1,Ransomware,4,10.73,65,160,Success,4.588566666666667
33877,33877,7,7,Cross-Site Scripting,6,91.43,277,26,Failure,5.5762333333333345
33878,33878,4,1,Malware,8,0.26,186,83,Success,4.5911333333333335
33879,33879,6,5,Brute Force,4,82.7,51,120,Success,6.081
33880,33880,6,8,Malware,5,82.04,198,4,Success,4.527866666666666
33881,33881,9,4,SQL Injection,6,78.03,100,172,Success,7.607566666666667
33882,33882,10,2,Cross-Site Scripting,5,94.55,18,39,Failure,5.4865
33883,33883,3,7,Cross-Site Scripting,4,34.64,61,108,Success,4.4392
33884,33884,1,5,SQL Injection,8,83.51,97,109,Success,7.521966666666667
33885,33885,8,3,Malware,5,47.13,236,26,Success,3.847233333333333
33886,33886,1,1,Cross-Site Scripting,3,47.24,219,37,Success,3.233866666666667
33887,33887,7,8,Phishing,1,88.19,286,146,Failure,5.479033333333334
33888,33888,8,4,Brute Force,4,56.72,78,151,Failure,5.818266666666667
33889,33889,5,4,Zero-Day Exploit,10,11.98,296,18,Failure,4.6594
33890,33890,3,1,DDoS,6,61.1,76,1,Success,4.249666666666667
33891,33891,5,3,Brute Force,10,14.29,150,145,Failure,6.845366666666667
33892,33892,3,6,Malware,1,99.51,218,126,Success,5.4853000000000005
33893,33893,2,1,SQL Injection,4,34.44,258,166,Failure,5.399866666666667
33894,33894,3,7,Ransomware,5,11.1,65,43,Success,3.049666666666667
33895,33895,9,6,DDoS,7,61.41,123,174,Failure,7.542300000000001
33896,33896,8,2,Brute Force,10,22.46,158,33,Failure,5.2238
33897,33897,1,7,Zero-Day Exploit,2,97.74,39,11,Success,3.915533333333333
33898,33898,2,5,Malware,8,25.11,283,168,Failure,6.7533
33899,33899,8,8,DDoS,5,73.9,168,88,Failure,5.683666666666667
33900,33900,10,8,DDoS,2,28.85,29,34,Success,2.232166666666667
33901,33901,5,5,Malware,3,23.79,74,63,Success,2.9637000000000002
33902,33902,9,6,Phishing,8,94.94,289,52,Success,6.914866666666666
33903,33903,8,3,Brute Force,1,38.94,261,159,Success,4.2181999999999995
33904,33904,2,2,Zero-Day Exploit,4,74.39,229,2,Success,3.8650333333333333
33905,33905,2,8,Ransomware,6,18.67,140,94,Success,4.526766666666667
33906,33906,6,2,Phishing,10,32.83,299,150,Success,7.4849
33907,33907,3,2,Cross-Site Scripting,8,28.76,72,43,Success,4.779466666666667
33908,33908,6,3,SQL Injection,7,53.13,21,106,Failure,6.160566666666667
33909,33909,8,5,Zero-Day Exploit,7,83.88,76,146,Failure,7.749733333333333
33910,33910,6,5,Phishing,5,12.58,174,90,Failure,3.8774
33911,33911,9,2,DDoS,4,56.87,28,101,Failure,4.9894333333333325
33912,33912,10,8,Zero-Day Exploit,2,36.88,206,1,Failure,1.9230666666666667
33913,33913,7,1,Zero-Day Exploit,3,76.29,252,130,Failure,5.655366666666667
33914,33914,9,4,SQL Injection,9,57.53,35,136,Success,7.5925666666666665
33915,33915,6,2,Zero-Day Exploit,10,30.01,27,123,Failure,6.9503
33916,33916,7,8,SQL Injection,9,82.37,127,158,Failure,8.704433333333334
33917,33917,6,5,Cross-Site Scripting,7,15.23,298,47,Failure,4.040233333333334
33918,33918,6,8,Phishing,4,62.67,35,83,Failure,4.863433333333334
33919,33919,3,5,SQL Injection,6,97.66,239,55,Failure,6.246466666666667
33920,33920,2,6,Zero-Day Exploit,10,79.2,201,48,Success,7.175999999999999
33921,33921,5,3,Brute Force,3,31.39,154,84,Success,3.5417000000000005
